image_path,x1,y1,x2,y2,category,image_id,split,category_old,x1_modified,y1_modified,x2_modified,y2_modified
img/Boxy_Stripe_Sweater/img_00000042.jpg,24,77,202,293,2,37444,test,16,0.114832535,0.25666666,0.9665072,0.9766667
img/Longline_Sleeveless_Sweater/img_00000019.jpg,68,20,148,225,2,114445,train,16,0.2881356,0.06666667,0.62711865,0.75
img/Triangle-Patterned_Slub_Knit_Tee/img_00000024.jpg,78,54,133,122,5,52060,val,18,0.3880597,0.18,0.66169155,0.40666667
img/Ribbed_Crop_Tee/img_00000026.jpg,21,3,213,274,5,134104,train,18,0.09170306,0.01,0.930131,0.91333336
img/Crochet-Trimmed_Blouse/img_00000029.jpg,29,75,214,268,4,14494,train,3,0.12888889,0.25,0.95111114,0.8933333
img/Windowpane-Patterned_Open-Front_Cardigan/img_00000013.jpg,14,81,168,242,1,58665,train,6,0.068292685,0.27,0.8195122,0.8066667
img/Buttoned_Pocket_Blouse/img_00000024.jpg,45,72,190,230,4,7571,test,3,0.19067797,0.24,0.80508476,0.76666665
img/Faux_Fur_&_Knit_Sweater/img_00000017.jpg,70,17,300,257,2,88686,train,16,0.23333333,0.05685619,1.0,0.85953176
img/LA_Palm_Graphic_Tee/img_00000057.jpg,1,22,199,265,5,109452,train,18,0.0050251256,0.07333333,1.0,0.8833333
img/Purl_Knit_Cardigan/img_00000041.jpg,48,3,254,292,1,131001,test,6,0.16,0.01,0.8466667,0.97333336
img/Curved_Hem_Racerback_Tank/img_00000054.jpg,60,68,170,266,3,78383,test,17,0.26431718,0.22591361,0.7488987,0.88372093
img/Stripe_Print_Surplice_Blouse/img_00000076.jpg,24,63,161,292,4,2342,train,3,0.12307692,0.21,0.82564104,0.97333336
img/Waffle_Knit_Cardigan/img_00000008.jpg,1,21,212,300,1,56832,train,6,0.004716981,0.069767445,1.0,0.99667776
img/Langley_Fox_Dreamcatcher_Tank/img_00000014.jpg,31,73,147,187,3,111215,test,17,0.15121952,0.24252492,0.71707314,0.62126243
img/Ornate_Floral_Print_Cardigan/img_00000013.jpg,30,56,152,300,1,126064,train,6,0.15306123,0.18666667,0.7755102,1.0
img/American_Flag_Sweater/img_00000012.jpg,2,4,240,271,2,86167,train,16,0.008298756,0.013333334,0.9958506,0.9033333
img/Speckled_Geo-Patterned_Sweater/img_00000001.jpg,31,65,180,262,2,39360,train,16,0.15121952,0.21594684,0.8780488,0.8704319
img/Stop_Following_Me_Tee/img_00000013.jpg,16,1,291,300,5,40630,test,18,0.053333335,0.0033333334,0.97,1.0
img/Crochet-Trimmed_Sweater/img_00000015.jpg,63,70,188,269,2,76662,train,16,0.2581967,0.23333333,0.7704918,0.89666665
img/1981_Graphic_Ringer_Tee/img_00000039.jpg,54,77,161,223,5,32888,train,18,0.26865673,0.25666666,0.80099505,0.74333334
img/Giraffe_Print_Sweater/img_00000040.jpg,72,21,220,207,2,99071,train,16,0.3272727,0.095454544,1.0,0.9409091
img/Classic_Crew_Neck_Sweater/img_00000018.jpg,31,45,141,159,2,67256,train,16,0.19135803,0.15,0.8703704,0.53
img/Ribbed_Knit_Cropped_Sweater/img_00000027.jpg,30,60,173,251,2,134411,train,16,0.15,0.2,0.865,0.83666664
img/Crochet-Paneled_Chiffon_Blouse/img_00000046.jpg,92,58,156,188,4,14304,train,3,0.46,0.232,0.78,0.752
img/Curved-Hem_Tank/img_00000027.jpg,14,1,282,300,3,78545,train,17,0.046666667,0.0033333334,0.94,1.0
img/Braided_Crew_Neck_Sweater/img_00000049.jpg,33,66,167,229,2,40595,train,16,0.165,0.22,0.835,0.7633333
img/Bell_Sleeve_Georgette_Blouse/img_00000092.jpg,25,50,261,296,4,25495,train,3,0.083333336,0.16666667,0.87,0.9866667
img/Trouble_Sweater/img_00000008.jpg,58,29,99,174,2,53430,train,16,0.34319526,0.096666664,0.5857988,0.58
img/Floral_Print_Racerback_Tank/img_00000036.jpg,91,41,158,106,3,94465,val,17,0.3699187,0.13666667,0.6422764,0.35333332
img/Floral_Lace-Paneled_Cardigan/img_00000033.jpg,13,1,282,300,1,94035,val,6,0.043333333,0.0033333334,0.94,1.0
img/Colorblocked_Faux_Leather_Varsity_Jacket/img_00000018.jpg,50,51,189,274,0,72264,train,11,0.20325203,0.17,0.76829267,0.91333336
img/Pintucked_Chiffon_Blouse/img_00000073.jpg,34,4,274,291,4,28317,train,3,0.11333334,0.013333334,0.91333336,0.97
img/Perfect_Graphic_Tee/img_00000042.jpg,1,3,300,162,5,128726,train,18,0.0033333334,0.018518519,1.0,1.0
img/Tribal_Print_Peasant_Blouse/img_00000070.jpg,53,78,156,203,4,5708,train,3,0.265,0.312,0.78,0.812
img/Marled_Maxi_Cardigan/img_00000030.jpg,72,87,136,274,1,117724,train,6,0.30769232,0.29,0.5811966,0.91333336
img/V-Neck_Cardigan/img_00000063.jpg,82,84,250,238,1,55337,test,6,0.27333334,0.28,0.8333333,0.79333335
img/Southwestern_Print_Racerback_Tank/img_00000020.jpg,104,61,199,240,3,38324,train,17,0.34666666,0.20333333,0.66333336,0.8
img/Ruffled_Floral_Chiffon_Blouse/img_00000003.jpg,78,73,238,294,4,31527,train,3,0.26,0.24333334,0.79333335,0.98
img/Sheer-Paneled_Jersey_Tee/img_00000045.jpg,19,56,156,218,5,33062,test,18,0.095,0.224,0.78,0.872
img/Woven_Pocket_Tank/img_00000031.jpg,89,42,223,233,3,58841,train,17,0.29666665,0.14,0.74333334,0.77666664
img/Stripe-Pocket_Tank/img_00000010.jpg,4,30,225,283,3,41429,test,17,0.017699115,0.1,0.99557525,0.9433333
img/Embroidered_High-Neck_Blouse/img_00000095.jpg,119,62,233,156,4,18155,train,3,0.476,0.20666666,0.932,0.52
img/Cropped_Mock_Neck_Sweater/img_00000062.jpg,44,42,151,159,2,77459,train,16,0.22,0.168,0.755,0.636
img/Wander_With_Love_Tank/img_00000020.jpg,70,51,132,139,3,57364,val,17,0.33333334,0.16943522,0.62857145,0.46179402
img/Hooded_Cardigan/img_00000052.jpg,65,1,120,282,1,104560,train,6,0.325,0.0033333334,0.6,0.94
img/Trimmed_Pocket_Tank/img_00000025.jpg,76,54,161,162,3,53119,train,17,0.31666666,0.18,0.67083335,0.54
img/Colorblocked_Cotton_Tee/img_00000032.jpg,25,67,197,283,5,72133,train,18,0.11111111,0.22333333,0.8755556,0.9433333
img/Life_in_Progress_Chambray_Utility_Jacket/img_00000009.jpg,61,54,162,164,0,112477,train,11,0.297561,0.18,0.7902439,0.5466667
img/Draped_Shawl_Collar_Cardigan/img_00000020.jpg,51,22,248,296,1,83816,train,6,0.17,0.07333333,0.82666665,0.9866667
img/Faux_Fur_Collar_Cardigan/img_00000055.jpg,34,63,158,300,1,88880,train,6,0.17,0.21,0.79,1.0
img/Striped_Geo_Print_Tee/img_00000003.jpg,35,77,203,300,5,43238,train,18,0.14893617,0.25666666,0.8638298,1.0
img/Boxy_Open-Knit_Sweater/img_00000059.jpg,27,63,181,236,2,33182,test,16,0.11894273,0.20930232,0.79735684,0.78405315
img/Open_Knit_Textured_Sweater/img_00000015.jpg,17,53,180,288,2,124563,train,16,0.085427135,0.17666666,0.9045226,0.96
img/Ribbed_Knit_Cropped_Tank/img_00000011.jpg,61,86,153,215,3,134446,train,17,0.3034826,0.28666666,0.76119405,0.71666664
img/Mandarin_Collar_Blouse/img_00000021.jpg,58,60,262,294,4,25577,train,3,0.19333333,0.2,0.87333333,0.98
img/Bike_Print_Tee/img_00000012.jpg,25,71,183,267,5,123260,train,18,0.12376238,0.23666666,0.9059406,0.89
img/Heathered_Frida_Kahlo_Tee/img_00000015.jpg,33,103,191,261,5,101290,train,18,0.15492958,0.34219268,0.8967136,0.86710966
img/Baroque_Print_Tee/img_00000029.jpg,1,37,200,239,5,99829,train,18,0.005,0.123333335,1.0,0.7966667
img/Draped_Open-Front_Jacket/img_00000016.jpg,64,42,128,246,0,83697,train,11,0.3265306,0.14,0.6530612,0.82
img/Racerback_Tank/img_00000058.jpg,26,7,133,213,3,131737,train,17,0.086666666,0.030837005,0.44333333,0.938326
img/Abstract-Stripe_Fuzzy_Sweater/img_00000009.jpg,1,62,144,271,2,80881,train,16,0.006756757,0.20666666,0.972973,0.9033333
img/Asymmetric_Zipper_Cardigan/img_00000029.jpg,1,5,220,300,1,90464,train,6,0.0044444446,0.016666668,0.9777778,1.0
img/Ruffled_Lace-Up_Blouse/img_00000119.jpg,33,67,153,198,4,31722,test,3,0.165,0.268,0.765,0.792
img/Longline_Crepe_Jacket/img_00000024.jpg,27,35,122,243,0,113501,train,11,0.14285715,0.11666667,0.6455026,0.81
img/Classic_Split-Neck_Blouse/img_00000083.jpg,65,78,157,245,4,11147,train,3,0.28138527,0.26,0.6796537,0.81666666
img/Vented_Stripe_Tee/img_00000020.jpg,39,66,166,252,5,56673,val,18,0.19897959,0.22,0.8469388,0.84
img/Triangle_Print_Chiffon_Blouse/img_00000071.jpg,8,33,200,193,4,5372,train,3,0.04,0.11,1.0,0.6433333
img/Leaf_Print_Tank/img_00000016.jpg,33,1,242,300,3,111854,train,17,0.11,0.0033333334,0.8066667,1.0
img/Striped_Tulip_Back_Tee/img_00000026.jpg,35,85,202,286,5,45809,train,18,0.15555556,0.28333333,0.8977778,0.9533333
img/Mon_Belle_Graphic_Tee/img_00000002.jpg,71,54,186,177,5,121319,train,18,0.355,0.18,0.93,0.59
img/Oversized_Striped_Cardigan/img_00000059.jpg,37,61,159,216,1,126768,test,6,0.185,0.244,0.795,0.864
img/Abstract_Southwestern_Print_Cardigan/img_00000002.jpg,55,40,147,170,1,76112,test,6,0.2956989,0.13333334,0.7903226,0.56666666
img/Scalloped_Lace_Cardigan/img_00000028.jpg,1,38,300,192,1,137468,val,6,0.0033333334,0.16888888,1.0,0.85333335
img/French_Terry_Open-Front_Cardigan/img_00000055.jpg,76,76,246,281,1,96468,train,6,0.25333333,0.25333333,0.82,0.93666667
img/Favorite_Heathered_Tank/img_00000001.jpg,52,69,154,201,3,92038,train,17,0.25365853,0.23,0.7512195,0.67
img/Pintuck_Pleated_Blouse/img_00000102.jpg,27,1,281,300,4,28019,train,3,0.09,0.0033333334,0.93666667,1.0
img/Classic_Knit_Cardigan/img_00000042.jpg,1,69,195,220,1,68261,train,6,0.005,0.23,0.975,0.73333335
img/NYC_Graphic_Tee/img_00000003.jpg,1,12,300,132,5,122143,train,18,0.0033333334,0.09022556,1.0,0.99248123
img/Woven_Open-Back_Blouse/img_00000049.jpg,16,9,188,219,4,8014,train,3,0.07619048,0.03,0.8952381,0.73
img/Dip-Dye_Sweater/img_00000060.jpg,90,61,212,196,2,80965,train,16,0.3,0.20333333,0.70666665,0.6533333
img/Mesh_Racerback_Tank/img_00000022.jpg,110,69,202,227,3,119165,test,17,0.3654485,0.22923589,0.6710963,0.75415283
img/Dainty_Lace_Tee/img_00000032.jpg,50,64,159,205,5,79320,val,18,0.24390244,0.21333334,0.77560973,0.68333334
img/Guns_N_Roses_Muscle_Tee/img_00000021.jpg,28,13,209,290,5,99684,train,18,0.11914894,0.043333333,0.8893617,0.96666664
img/Watercolor_Abstract_Print_Blouse/img_00000084.jpg,1,81,204,278,4,7183,train,3,0.004878049,0.27,0.99512196,0.9266667
img/Fringed_Crochet_Tank/img_00000012.jpg,27,1,278,263,3,96889,train,17,0.09677419,0.003322259,0.9964158,0.87375414
img/Semi-Sheer_Racerback_Tank/img_00000029.jpg,47,66,124,191,3,138524,train,17,0.2764706,0.22,0.7294118,0.63666666
img/Basic_Athletic_Racerback_Tank/img_00000019.jpg,97,70,198,242,3,100996,test,17,0.32333332,0.23333333,0.66,0.8066667
img/Quilted_Bomber_Jacket/img_00000060.jpg,104,33,200,200,0,131233,train,11,0.34666666,0.165,0.6666667,1.0
img/Marled_Knit_Hooded_Sweater/img_00000013.jpg,18,84,190,250,2,117374,train,16,0.091836736,0.28,0.96938777,0.8333333
img/Classic_Racerback_Tank/img_00000056.jpg,1,1,179,300,3,69022,train,17,0.0055555557,0.0033333334,0.99444443,1.0
img/Chevron_Pattern_Cardigan/img_00000016.jpg,1,125,200,300,1,63666,train,6,0.005,0.41666666,1.0,1.0
img/Dotted_Crepe_Blouse/img_00000028.jpg,45,75,194,202,4,16462,train,3,0.18442623,0.25,0.795082,0.67333335
img/EPTM._Heathered_Mesh_Panel_Tee/img_00000013.jpg,1,104,300,300,5,84899,train,18,0.0033333334,0.34666666,1.0,1.0
img/Chiffon_Paneled_Sweater/img_00000027.jpg,71,61,239,287,2,64381,train,16,0.23666666,0.20333333,0.7966667,0.95666665
img/Striped_Heathered_Tee/img_00000004.jpg,12,35,194,265,5,43288,val,18,0.060606062,0.11666667,0.97979796,0.8833333
img/Faux-Fur_Trimmed_Puffer_Parka/img_00000060.jpg,78,36,170,196,0,91966,train,13,0.31707317,0.12,0.6910569,0.6533333
img/Cutout_Back_Striped_Sweater/img_00000016.jpg,1,115,184,300,2,78696,val,16,0.0054054055,0.38333333,0.9945946,1.0
img/Classic_Distressed_Denim_Jacket/img_00000036.jpg,16,87,184,273,0,67632,train,11,0.08,0.29,0.92,0.91
img/Collared_Luxe_Faux_Fur_Jacket/img_00000055.jpg,30,69,287,292,0,70815,train,11,0.1,0.23,0.95666665,0.97333336
img/Snap_Collar_Moto_Jacket/img_00000042.jpg,1,10,217,299,0,36735,test,11,0.004608295,0.033333335,1.0,0.99666667
img/Faux_Fur_&_Knit_Sweater/img_00000013.jpg,105,26,300,201,2,88682,train,16,0.35,0.11764706,1.0,0.90950227
img/Floral-Embroidered_Bomber_Jacket/img_00000055.jpg,1,43,240,297,0,95180,train,11,0.004166667,0.14333333,1.0,0.99
img/Marled_Crew_Neck_Sweater/img_00000021.jpg,32,51,177,230,2,116763,train,16,0.15841584,0.18888889,0.87623763,0.8518519
img/Buttoned_Eyelet_Tank/img_00000003.jpg,59,46,123,158,3,55777,train,17,0.32417583,0.15333334,0.67582417,0.52666664
img/Marled-Stripe_V-Neck_Cardigan/img_00000003.jpg,15,95,178,245,1,118209,test,6,0.07653061,0.31666666,0.90816325,0.81666666
img/Marled_Open-Front_Cardigan/img_00000004.jpg,45,82,189,264,1,117794,train,6,0.19480519,0.27333334,0.8181818,0.88
img/Mixed_Knit_Cardigan/img_00000050.jpg,24,57,169,288,1,120897,train,6,0.11707317,0.18936877,0.82439023,0.95681065
img/Chunky_Knit_Longline_Cardigan/img_00000049.jpg,62,44,147,199,1,65332,train,6,0.31,0.22,0.735,0.995
img/Rhinestoned_&_Beaded_Blouse/img_00000009.jpg,82,96,224,261,4,30536,train,3,0.27333334,0.32,0.74666667,0.87
img/Striped_Colorblock_Tank/img_00000042.jpg,1,15,228,265,3,42340,train,17,0.004385965,0.05,1.0,0.8833333
img/Southwestern_Print_Tank/img_00000014.jpg,54,79,150,188,3,38401,train,17,0.30167598,0.26333332,0.83798885,0.62666667
img/Southwestern-Patterned_Fringe_Cardigan/img_00000012.jpg,18,63,192,250,1,38841,train,6,0.087804876,0.21,0.93658537,0.8333333
img/Textured_Knit_Cardigan/img_00000025.jpg,1,1,229,300,1,48518,test,6,0.0043668123,0.0033333334,1.0,1.0
img/Slub_Knit_Tank/img_00000006.jpg,60,46,161,253,3,36243,val,17,0.29268292,0.15333334,0.7853659,0.8433333
img/Pleated_Chiffon_Blouse/img_00000018.jpg,1,36,213,300,4,28639,val,3,0.0046948357,0.12,1.0,1.0
img/Micro-Striped_Crew_Neck_Tee/img_00000005.jpg,67,77,233,276,5,120292,train,18,0.22333333,0.25666666,0.77666664,0.92
img/Braided_Racerback_Athletic_Tank/img_00000023.jpg,45,59,145,256,3,40743,test,17,0.2195122,0.19666667,0.70731705,0.85333335
img/Faux_Shearling_Collar_Marled_Jacket/img_00000008.jpg,77,57,130,158,0,91261,train,11,0.38308457,0.19,0.6467662,0.52666664
img/Los_Angeles_Graphic_Tank/img_00000014.jpg,72,27,217,300,3,115220,train,17,0.24,0.09,0.72333336,1.0
img/Laid_Back_Striped_Sweater/img_00000034.jpg,55,87,168,256,2,111158,train,16,0.2682927,0.29,0.8195122,0.85333335
img/Crochet_Mesh_Tank/img_00000049.jpg,8,85,193,275,3,76064,train,17,0.04,0.28333333,0.965,0.9166667
img/Rugby_Stripe_Sweater/img_00000059.jpg,33,15,207,266,2,136819,val,16,0.14224137,0.05,0.89224136,0.88666666
img/Boxy_Wide_Neck_Tee/img_00000001.jpg,34,19,251,300,5,39603,train,18,0.11333334,0.06333333,0.83666664,1.0
img/The_Beatles_Graphic_Tee/img_00000040.jpg,45,1,225,196,5,49472,val,18,0.15,0.0033333334,0.75,0.6533333
img/Ikat_Print_Chiffon_Blouse/img_00000040.jpg,63,70,184,256,4,22794,test,3,0.26694915,0.23333333,0.779661,0.85333335
img/Chiffon_Maxi_Cardigan/img_00000072.jpg,103,54,169,198,1,64354,test,6,0.34333333,0.27,0.56333333,0.99
img/Striped_Mandarin_Collar_Blouse/img_00000105.jpg,62,29,228,236,4,2794,train,3,0.20666666,0.096666664,0.76,0.7866667
img/Miami_Heat_Graphic_Tee/img_00000060.jpg,1,1,236,236,5,120010,train,18,0.004237288,0.004237288,1.0,1.0
img/Finish_Line_Athletic_Tank/img_00000017.jpg,32,1,240,300,3,92801,train,17,0.120300755,0.0033333334,0.90225565,1.0
img/High-Neck_Sheer_Blouse/img_00000101.jpg,86,58,157,212,4,22590,train,3,0.49142858,0.19333333,0.8971428,0.70666665
img/Embroidered_Bead_Keyhole_Blouse/img_00000066.jpg,69,92,243,270,4,17669,train,3,0.23,0.30666667,0.81,0.9
img/Side-Slit_Tee/img_00000012.jpg,49,69,206,280,5,33931,train,18,0.196,0.23,0.824,0.93333334
img/Island_Graphic_Boxy_Tee/img_00000004.jpg,52,34,105,146,5,107296,train,18,0.30588236,0.11333334,0.61764705,0.48666668
img/Scalloped_Crochet_Tank/img_00000030.jpg,87,44,139,98,3,137383,val,17,0.42439026,0.14666666,0.6780488,0.32666665
img/Longline_Crochet_Cardigan/img_00000013.jpg,83,76,183,249,1,113535,val,6,0.36725664,0.25333333,0.8097345,0.83
img/Embroidered_Floral_Pattern_Blouse/img_00000038.jpg,63,10,249,300,4,17855,train,3,0.21,0.033333335,0.83,1.0
img/Rugby_Striped_Crew_Neck_Sweater/img_00000037.jpg,31,54,152,245,2,136918,val,16,0.155,0.216,0.76,0.98
img/OK_LA_Muscle_Tee/img_00000019.jpg,22,59,149,219,5,123973,train,18,0.12941177,0.19601329,0.87647057,0.72757477
img/Laid_Back_Striped_Sweater/img_00000048.jpg,1,1,163,163,2,111172,val,16,0.004237288,0.0051020407,0.69067794,0.8316327
img/Ruffled_Rose_Blouse/img_00000004.jpg,2,9,199,250,4,31739,train,3,0.01,0.036,0.995,1.0
img/Drape-Front_Marled_Cardigan/img_00000035.jpg,36,48,137,197,1,83072,val,6,0.21176471,0.24242425,0.80588233,0.9949495
img/Tupac_Baroque_Print_Jersey_Tank/img_00000013.jpg,34,78,171,295,3,53660,test,17,0.16585366,0.26,0.8341463,0.98333335
img/Paisley_Chiffon_Cardigan/img_00000017.jpg,2,9,223,265,1,127045,train,6,0.00896861,0.03,1.0,0.8833333
img/High-Neck_Sheer_Blouse/img_00000098.jpg,110,69,226,275,4,22587,train,3,0.36666667,0.23,0.75333333,0.9166667
img/Heathered_Seamless_Workout_Tank/img_00000009.jpg,10,64,94,274,3,102499,test,17,0.061728396,0.21333334,0.5802469,0.91333336
img/Crochet-Trimmed_Sweater/img_00000013.jpg,31,80,180,235,2,76660,train,16,0.14975846,0.26666668,0.8695652,0.78333336
img/France_Graphic_Longline_Tee/img_00000025.jpg,19,91,168,175,5,95986,train,18,0.096938774,0.30232558,0.85714287,0.5813953
img/Dot-Patterned_Athletic_Tank/img_00000019.jpg,59,63,143,237,3,82612,train,17,0.28780487,0.21,0.69756097,0.79
img/Tribal_Print_Muscle_Tee/img_00000002.jpg,46,38,209,269,5,52442,train,18,0.18110237,0.12666667,0.8228347,0.89666665
img/Bull_Graphic_Muscle_Tee/img_00000025.jpg,61,71,191,281,5,47896,train,18,0.297561,0.23666666,0.9317073,0.93666667
img/Spoiled_Graphic_Tee/img_00000013.jpg,1,45,235,300,5,39660,train,18,0.004255319,0.15,1.0,1.0
img/Fringe_Muscle_Tee/img_00000055.jpg,91,79,233,198,5,96789,val,18,0.30333334,0.26333332,0.77666664,0.66
img/Crochet_Cable_Knit_Sweater/img_00000049.jpg,1,58,244,286,2,75499,train,16,0.0040983604,0.19333333,1.0,0.9533333
img/Southwestern-Patterned_Burnout_Cardigan/img_00000011.jpg,6,60,204,256,1,38751,train,6,0.029268293,0.19933555,0.99512196,0.8504983
img/Fuzzy_Polka_Dot_Cardigan/img_00000045.jpg,53,83,184,239,1,97840,train,6,0.265,0.27666667,0.92,0.7966667
img/Semi-Sheer_Racerback_Tank/img_00000009.jpg,98,93,207,260,3,138504,train,17,0.32666665,0.31,0.69,0.8666667
img/California_66_Tie-Dye_Tank/img_00000023.jpg,34,101,186,236,3,61450,train,17,0.16113745,0.33666667,0.8815166,0.7866667
img/Textured_Crosshatch_Dolman_Tee/img_00000023.jpg,38,56,166,205,5,48342,train,18,0.19387755,0.18666667,0.8469388,0.68333334
img/Basic_Tank/img_00000047.jpg,31,1,197,300,3,103471,train,17,0.13777778,0.0033333334,0.8755556,1.0
img/Crochet-Back_Tank/img_00000037.jpg,79,77,180,239,3,76235,train,17,0.29699248,0.25666666,0.6766917,0.7966667
img/Unicorns_Graphic_Cutout_Tank/img_00000032.jpg,96,78,206,212,3,54871,train,17,0.32,0.26,0.68666667,0.70666665
img/Draped_Open-Front_Cardigan/img_00000050.jpg,76,72,225,299,1,83677,val,6,0.25333333,0.24,0.75,0.99666667
img/Snake_Print_Racerback_Tank/img_00000050.jpg,66,1,236,300,3,36647,val,17,0.22,0.0033333334,0.7866667,1.0
img/Road_Trip_Ready_Cardigan/img_00000005.jpg,8,70,217,272,1,135214,val,6,0.034188036,0.23333333,0.9273504,0.9066667
img/Civil_Longline_Mesh_Tee/img_00000033.jpg,29,56,193,279,5,66249,val,18,0.14948453,0.18604651,0.9948454,0.9269103
img/Floral_Chiffon_Blouse/img_00000118.jpg,61,1,233,300,4,20119,val,3,0.20333333,0.0033333334,0.77666664,1.0
img/Asymmetrical_Hem_Tee/img_00000017.jpg,69,68,226,189,5,90910,train,18,0.23,0.22666667,0.75333333,0.63
img/Loose-Knit_Dolman_Cardigan/img_00000044.jpg,40,46,156,170,1,114973,train,6,0.18691589,0.27058825,0.72897196,1.0
img/Contrast_Marled_Knit_Sweater/img_00000026.jpg,44,63,195,253,2,73365,train,16,0.1938326,0.20930232,0.85903084,0.8405316
img/Brooklyn_Nets_Baseball_Tee/img_00000033.jpg,35,2,166,258,5,43823,train,18,0.11666667,0.0077220076,0.55333334,0.996139
img/Ethereal_Draped_Front_Blouse/img_00000047.jpg,56,43,142,163,4,19052,train,3,0.27317074,0.14333333,0.6926829,0.54333335
img/Embroidered_Chiffon_Blouse/img_00000093.jpg,22,32,77,80,4,17783,train,3,0.24444444,0.23703703,0.85555553,0.5925926
img/Heathered_Seamless_Workout_Tank/img_00000006.jpg,65,123,138,248,3,102496,train,17,0.31707317,0.41,0.67317075,0.82666665
img/Triangle-Patterned_Dolman_Cardigan/img_00000004.jpg,65,72,163,229,1,52011,train,6,0.325,0.288,0.815,0.916
img/Embellished_Boxy_Tee/img_00000043.jpg,32,54,177,184,5,86074,train,18,0.16,0.216,0.885,0.736
img/Draped_Waffle_Knit_Cardigan/img_00000022.jpg,69,76,230,242,1,83980,val,6,0.23,0.25333333,0.76666665,0.8066667
img/Do_Not_Care_V-Neck_Tee/img_00000039.jpg,91,88,213,222,5,82236,val,18,0.30333334,0.29333332,0.71,0.74
img/Gauze_Layered-Trim_Blouse/img_00000005.jpg,12,81,179,266,4,21581,train,3,0.06122449,0.27,0.9132653,0.88666666
img/Snake_Print_Racerback_Tank/img_00000010.jpg,61,49,140,202,3,36607,test,17,0.294686,0.16333333,0.6763285,0.67333335
img/Faux_Shearling_Moto_Jacket/img_00000026.jpg,16,79,190,270,0,91392,test,11,0.08163265,0.26333332,0.96938777,0.9
img/Faux_Fur_Bomber_Jacket/img_00000038.jpg,85,88,237,300,0,88775,val,11,0.28333333,0.29333332,0.79,1.0
img/Ribbed_Dolman_Cardigan/img_00000026.jpg,22,22,200,286,1,134249,train,6,0.09166667,0.07333333,0.8333333,0.9533333
img/Geometric_Button-Down_Blouse/img_00000059.jpg,50,72,187,234,4,21809,train,3,0.21645021,0.24,0.8095238,0.78
img/Boxy_Utility_Jacket/img_00000053.jpg,70,85,240,293,0,39293,train,11,0.23333333,0.28333333,0.8,0.9766667
img/Striped_Twist-Front_Blouse/img_00000008.jpg,71,42,151,287,4,3098,train,3,0.30084747,0.14,0.6398305,0.95666665
img/Marled_Knit_Combo_Jacket/img_00000008.jpg,82,89,180,300,0,117178,train,11,0.4,0.29666665,0.8780488,1.0
img/Prairie-Embroidered_Peplum_Blouse/img_00000064.jpg,84,45,164,135,4,29742,test,3,0.35,0.15,0.68333334,0.45
img/Varsity-Striped_Piqu&eacute;_Track_Jacket/img_00000028.jpg,14,59,200,275,0,56277,train,11,0.07,0.19666667,1.0,0.9166667
img/Dip-Dyed_Sweater_Tank/img_00000033.jpg,41,81,186,300,3,81158,train,17,0.20812182,0.27,0.9441624,1.0
img/Boxy_Fancy_Graphic_Tee/img_00000022.jpg,64,83,172,236,5,136551,train,18,0.31219512,0.27666667,0.83902436,0.7866667
img/Crew_Neck_Knit_Tee/img_00000011.jpg,61,62,257,292,5,75028,train,18,0.20333333,0.20666666,0.8566667,0.97333336
img/Yes_Please_Knot-Front_Tee/img_00000011.jpg,33,80,179,252,5,59114,train,18,0.1609756,0.26666668,0.87317073,0.84
